right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
102.5,98.1,44.88,148.4,114.06,153.8,151.5,0
96.2,92.25,66.7,54.94,71.9,145.1,138.4,0
44.2,31.11,54.88,91.1,95.0,151.8,139.9,0
43.12,45.47,53.38,89.56,82.56,151.8,131.4,0
48.8,30.47,57.25,78.56,92.0,164.8,140.6,0
59.84,34.12,37.6,89.75,135.0,165.5,145.5,0
64.94,56.97,40.22,143.0,136.9,159.6,143.0,0
96.06,90.2,39.84,165.2,151.6,146.5,145.8,0
33.38,50.4,35.0,150.9,126.06,167.9,157.5,0
45.25,44.66,38.9,101.4,117.25,169.5,160.4,0
35.03,47.25,46.06,98.9,110.4,153.5,145.8,0
55.6,67.1,33.66,96.4,118.9,141.5,152.1,0
29.47,47.12,62.97,87.94,96.4,156.8,153.2,0
25.42,35.88,46.75,75.8,94.44,160.9,150.2,0
28.2,46.56,74.4,59.34,81.8,144.5,145.8,0
11.51,36.72,75.1,79.25,91.25,144.9,153.0,0
19.34,30.66,78.06,71.2,91.2,137.1,163.0,0
24.98,26.66,60.88,62.88,78.94,142.2,169.5,0
24.42,35.16,60.7,66.4,80.9,138.9,151.5,0
27.77,48.3,51.9,76.25,84.8,140.8,125.56,0
12.27,50.78,61.38,90.3,90.25,141.0,130.5,0
63.03,57.72,43.6,114.8,108.8,157.9,160.8,0
39.44,58.88,64.1,111.8,103.1,142.5,143.4,0
58.75,34.44,50.16,96.56,93.2,132.5,129.9,0
20.33,36.72,45.62,113.0,101.0,130.5,141.9,0
23.48,46.62,46.6,100.1,95.75,136.8,156.2,0
14.67,48.38,53.16,95.56,87.94,146.4,155.5,0
53.84,43.53,49.97,113.6,114.8,157.6,150.4,0
33.56,44.28,73.2,68.7,61.8,154.1,143.0,0
54.97,46.4,49.03,101.56,102.75,163.6,155.9,0
47.4,41.47,65.94,85.1,82.25,163.0,143.9,0
15.29,42.12,75.6,69.2,64.2,146.8,123.75,0
62.78,67.3,53.9,69.8,79.9,157.2,145.8,0
12.586,48.34,78.44,65.56,74.6,147.5,124.25,0
28.75,49.1,68.7,69.9,69.56,154.9,128.1,0
25.47,50.97,67.3,68.6,67.9,152.4,128.1,0
60.66,46.4,81.2,79.5,86.56,161.9,137.6,0
61.66,39.84,70.3,93.25,90.2,151.0,119.06,0
64.7,44.25,66.25,94.4,88.94,147.9,123.94,0
56.78,43.06,67.94,98.75,100.6,153.5,131.5,0
40.6,36.12,59.53,103.44,106.75,145.5,124.5,0
51.66,42.56,61.97,94.6,102.5,150.2,121.8,0
55.3,48.22,49.12,83.4,93.8,136.1,118.94,0
100.6,100.5,49.47,74.7,90.3,128.5,130.2,0
95.1,94.9,53.5,74.1,101.25,119.5,114.5,0
75.06,69.4,50.5,65.1,87.9,112.3,83.6,0
62.6,54.72,52.34,63.6,74.44,99.9,63.53,0
59.56,56.72,53.88,55.88,71.44,78.25,62.25,0
56.5,43.62,57.4,51.78,64.9,72.9,48.1,0
66.5,58.03,57.38,51.44,65.4,82.5,62.78,0
59.4,51.5,55.06,52.84,69.3,83.44,59.8,0
60.06,50.66,52.1,53.25,71.7,91.25,61.47,0
59.25,56.38,52.97,62.16,79.44,112.8,95.06,0
97.44,93.3,49.28,61.1,78.6,123.56,118.5,0
92.44,84.7,50.0,75.7,93.8,126.2,132.1,0
45.8,29.61,51.66,63.97,89.5,114.75,134.0,0
68.94,51.3,53.12,65.0,94.1,123.75,152.8,0
90.25,71.94,51.5,68.3,91.94,115.5,152.5,0
78.8,71.7,56.25,64.6,102.2,110.75,147.1,0
73.3,63.94,60.8,67.4,101.9,111.2,142.1,0
76.56,71.0,60.75,62.56,95.9,111.5,150.2,0
79.4,67.25,55.16,66.44,95.5,113.3,149.5,0
82.25,75.6,57.72,65.0,96.94,118.44,153.9,0
68.9,58.2,59.66,57.72,89.2,112.06,146.9,0
84.06,76.3,57.56,60.25,89.56,110.75,147.1,0
70.94,62.44,55.2,61.47,98.2,111.5,149.1,0
76.25,61.6,52.44,69.4,92.94,113.8,132.9,0
95.56,100.0,54.72,53.78,91.4,141.6,124.6,0
96.25,113.44,53.38,34.1,98.94,165.1,120.44,0
68.44,56.47,49.28,33.94,92.3,173.0,87.5,0
79.2,80.75,51.97,33.06,81.75,159.8,83.25,0
76.4,77.3,52.38,33.75,78.1,156.8,76.8,0
78.6,67.44,53.88,39.84,71.3,155.5,67.06,0
71.3,45.8,55.0,37.34,63.53,148.1,55.0,0
72.6,55.53,55.7,39.34,68.7,152.4,61.94,0
67.56,42.66,49.78,42.88,65.1,154.2,61.0,0
73.8,62.34,48.84,44.12,66.0,159.2,75.75,0
84.44,79.75,53.88,51.5,70.8,162.4,104.25,0
96.25,100.56,65.0,56.03,86.3,161.2,125.9,0
82.25,84.94,56.2,56.47,78.2,165.0,136.9,0
67.06,64.94,58.6,62.12,83.6,157.0,140.0,0
63.78,59.12,52.97,70.2,97.0,159.0,151.4,0
50.2,46.6,54.56,59.78,90.6,148.8,145.6,0
33.56,45.94,52.97,59.8,93.2,148.8,145.4,0
27.58,46.16,50.38,53.5,90.7,153.9,149.6,0
27.34,43.88,49.06,54.03,91.25,154.4,148.6,0
23.6,43.6,45.56,49.5,93.75,151.0,141.4,0
23.66,43.03,49.3,46.0,91.2,149.9,141.9,0
23.64,45.34,47.75,49.4,91.6,150.6,139.9,0
24.33,44.34,47.62,47.4,94.3,147.9,139.0,0
23.81,45.34,46.2,45.94,94.44,148.1,140.1,0
24.78,45.44,48.84,47.47,94.5,144.4,139.1,0
27.03,45.7,48.3,50.12,93.94,144.1,139.0,0
24.05,43.62,46.28,51.12,93.3,145.9,143.1,0
24.39,41.06,45.1,60.94,87.6,151.4,137.0,0
14.57,28.34,53.8,63.28,79.0,143.9,140.4,0
13.44,20.81,75.56,97.1,75.75,139.8,163.5,0
18.64,26.16,81.25,74.56,47.97,145.2,171.5,0
10.26,22.81,86.25,56.88,61.7,142.4,170.2,0
15.73,22.3,56.3,50.56,43.3,130.5,129.2,0
15.75,56.62,58.7,53.38,69.9,136.9,138.2,0
19.25,43.47,96.3,50.16,71.9,135.9,109.25,0
46.5,47.94,49.06,36.97,46.88,153.5,131.4,0
81.5,45.6,26.88,48.3,39.44,167.9,144.0,0
53.28,35.97,29.64,76.2,97.1,166.6,153.4,0
37.0,44.28,35.2,80.44,81.6,144.9,139.8,0
37.47,11.94,68.6,59.47,75.44,153.4,130.8,0
27.7,14.67,71.9,72.5,78.25,157.0,129.2,0
29.6,13.31,65.75,101.5,99.6,134.9,124.5,0
68.56,56.8,67.25,86.44,106.25,153.4,114.3,0
73.25,57.75,70.9,92.2,102.94,155.2,123.1,0
31.95,26.53,68.3,97.25,97.94,169.5,133.1,0
37.84,43.66,69.06,95.1,92.6,170.6,124.5,0
29.0,47.06,54.1,100.7,108.3,172.8,127.7,0
38.75,38.06,55.97,60.88,96.3,172.4,130.9,0
