left_shoulder_left_wrist,right_shoulder_right_wrist,left_hip_left_ankle,right_hip_right_ankle,left_hip_left_wrist,right_hip_right_wrist,left_shoulder_left_ankle,right_shoulder_right_ankle,left_hip_right_wrist,right_hip_left_wrist,left_elbow_right_elbow,left_knee_right_knee,left_wrist_right_wrist,left_ankle_right_ankle,left_hip_avg_left_wrist_left_ankle,right_hip_avg_right_wrist_right_ankle,pose
343.49905,303.02585,483.84528,433.92282,482.58475,364.1415,821.6948,710.7821,442.54315,651.8386,570.3364,184.44257,484.4159,185.13336,483.21503,399.03217,1
334.70544,290.2297,475.02176,439.3346,463.52005,350.5505,799.99805,713.1398,442.7595,627.36743,565.13025,185.35329,483.7351,199.73161,469.2709,394.94254,1
332.7626,288.26367,484.5997,436.57822,465.83334,356.91486,816.5393,716.79205,462.86542,624.6606,565.7982,186.16684,493.04498,183.94958,475.21652,396.74652,1
364.09973,300.00507,486.99893,438.9045,503.60577,382.74396,821.88806,714.2388,492.0885,671.0119,598.06116,202.5481,552.94116,223.70491,495.30234,410.82425,1
354.2742,299.09552,490.49628,448.1823,495.88144,382.9613,829.1995,719.55035,483.08432,658.3262,584.7464,188.51128,530.99835,212.3698,493.18884,415.5718,1
363.0168,294.29095,489.5531,446.39526,502.36877,374.9909,821.2698,718.1012,496.6302,669.5825,612.0733,200.95952,563.5103,222.87067,495.96094,410.69308,1
356.99234,288.93085,489.1746,441.9761,506.33234,361.15906,829.9084,716.73663,476.71237,668.9105,595.5659,191.36961,548.469,183.07175,497.75345,401.56757,1
343.9618,287.62024,482.79822,438.5229,495.31757,364.97852,820.7302,715.0461,484.8429,658.4504,597.2137,194.96198,542.32874,188.08684,489.0579,401.7507,1
191.19318,273.04886,273.90643,276.24963,215.95253,358.1964,423.0691,470.56946,575.0865,336.90222,561.3912,254.90012,530.1131,280.67856,244.92949,317.22302,1
343.90442,299.03226,480.13626,442.11694,482.79367,367.31046,824.4965,719.6026,467.96292,646.63,587.23065,193.87965,500.50583,203.25073,481.46497,404.71368,1
338.03296,302.6618,480.08154,443.77664,464.36417,360.80966,823.359,718.01385,451.3629,628.72833,575.39777,181.10054,475.65118,202.69554,472.22287,402.29315,1
326.86478,286.79898,494.26074,451.7665,456.71417,325.40933,851.6912,734.2704,441.04016,660.66437,637.77545,185.9381,550.96924,225.66994,475.48746,388.58792,1
316.75674,261.07715,485.8132,448.00903,401.91907,291.39868,825.3794,747.15247,421.47504,590.82587,599.77344,153.62158,531.4196,171.88924,443.86615,369.70386,1
193.7316,273.44907,279.0566,281.35706,216.78125,352.84543,424.38025,470.42557,567.3804,342.57413,556.2479,250.20181,530.9732,281.93332,247.91893,317.10123,1
336.2306,309.06677,488.70343,452.2902,427.76303,327.1431,837.7834,737.87915,426.39435,603.72205,578.6912,182.77281,474.2575,207.4708,458.23322,389.71664,1
324.1234,295.29944,495.6558,441.89694,445.89767,339.19156,831.84924,723.0332,434.42715,617.16113,563.0954,173.46944,475.03397,195.74925,470.77673,390.54425,1
336.66782,288.33212,500.1815,442.6158,459.81046,350.37457,831.9072,725.2886,461.05634,632.351,584.75275,168.06355,520.5047,173.71043,479.99597,396.49518,1
332.85916,290.55322,497.38583,440.87042,452.74908,352.32782,825.6032,719.81323,466.31186,623.93274,581.5279,172.70493,518.58075,186.86432,475.06744,396.59912,1
326.2728,286.4106,492.77063,439.078,448.81064,336.68344,823.9103,721.4345,445.4294,619.7452,576.7091,168.09926,503.25342,182.0233,470.79065,387.88074,1
346.4667,285.82162,498.63794,446.87714,476.73126,348.56552,830.4726,723.9539,477.31442,653.8953,619.56287,177.98186,562.0822,184.22203,487.6846,397.7213,1
356.33786,286.9044,488.956,438.57016,488.64337,353.05954,818.72156,713.6118,499.22592,670.225,639.72485,198.65927,601.1644,220.06467,488.79968,395.81485,1
